[0.0332, 0.0332, -0.0332, 0.0032, 0.0332, -0.0217]
[0.0664, 0.0664, -0.0664, 0.0064, 0.0664, -0.0435]
[0.0996, 0.0996, -0.0996, 0.0097, 0.0996, -0.0652]
[0.1328, 0.1328, -0.1328, 0.0129, 0.1328, -0.0869]
[0.1660, 0.1660, -0.1660, 0.0161, 0.1660, -0.1087]
[-0.0332, -0.0262, -0.0410, 0.0317, -0.0249, -0.0285]
[-0.0664, -0.0445, -0.0742, 0.0634, -0.0499, -0.0569]
[-0.0996, -0.0629, -0.1074, 0.0950, -0.0748, -0.0854]
[-0.1328, -0.0813, -0.1406, 0.1267, -0.0998, -0.1139]
[-0.1660, -0.0996, -0.1738, 0.1584, -0.1247, -0.1423]
[-0.0424, -0.0399, -0.0610, 0.0324, -0.0330, -0.0395]
[-0.0756, -0.0572, -0.0942, 0.0647, -0.0547, -0.0677]
[-0.1088, -0.0744, -0.1274, 0.0971, -0.0763, -0.0959]
[-0.1420, -0.0917, -0.1606, 0.1295, -0.0980, -0.1241]
[-0.1752, -0.1089, -0.1938, 0.1619, -0.1196, -0.1524]
[-0.0424, -0.0399, -0.0610, 0.0324, -0.0330, -0.0395]
[-0.0756, -0.0572, -0.0942, 0.0647, -0.0547, -0.0677]
[-0.1088, -0.0744, -0.1274, 0.0971, -0.0763, -0.0959]
[-0.1420, -0.0917, -0.1606, 0.1295, -0.0980, -0.1241]
[-0.1752, -0.1089, -0.1938, 0.1619, -0.1196, -0.1524]
[-0.0803, -0.0583, -0.1154, 0.0902, -0.0376, -0.0671]
[-0.1135, -0.0739, -0.1486, 0.1134, -0.0639, -0.1003]
[-0.1467, -0.0895, -0.1818, 0.1367, -0.0901, -0.1335]
[-0.1799, -0.1050, -0.2150, 0.1599, -0.1164, -0.1667]
[-0.2131, -0.1206, -0.2482, 0.1832, -0.1427, -0.1999]
[-0.1025, -0.0690, -0.1402, 0.0894, -0.0561, -0.1228]
[-0.1357, -0.0834, -0.1734, 0.1124, -0.0763, -0.1560]
[-0.1689, -0.0979, -0.2066, 0.1355, -0.0964, -0.1892]
[-0.2021, -0.1124, -0.2398, 0.1585, -0.1166, -0.2224]
[-0.2353, -0.1268, -0.2730, 0.1816, -0.1367, -0.2556]
[-0.1145, -0.0705, -0.1363, 0.0860, -0.0686, -0.1051]
[-0.1477, -0.0827, -0.1695, 0.1064, -0.0846, -0.1383]
[-0.1809, -0.0950, -0.2027, 0.1269, -0.1006, -0.1715]
[-0.2141, -0.1072, -0.2359, 0.1473, -0.1166, -0.2047]
[-0.2473, -0.1195, -0.2691, 0.1677, -0.1326, -0.2379]
[-0.1026, -0.0777, -0.0974, 0.0726, -0.0965, -0.0882]
[-0.1358, -0.0956, -0.1306, 0.0944, -0.1204, -0.1214]
[-0.1690, -0.1135, -0.1638, 0.1162, -0.1443, -0.1546]
[-0.2022, -0.1314, -0.1970, 0.1381, -0.1681, -0.1878]
[-0.2354, -0.1494, -0.2302, 0.1599, -0.1920, -0.2210]
[-0.1141, -0.0651, -0.1247, 0.1046, -0.0885, -0.1084]
[-0.1473, -0.0830, -0.1579, 0.1194, -0.1149, -0.1416]
[-0.1805, -0.1009, -0.1911, 0.1343, -0.1413, -0.1748]
[-0.2137, -0.1188, -0.2243, 0.1491, -0.1677, -0.2080]
[-0.2469, -0.1367, -0.2575, 0.1640, -0.1941, -0.2412]
[-0.1583, -0.0866, -0.1713, 0.1122, -0.1153, -0.2064]
[-0.1915, -0.0991, -0.2045, 0.1273, -0.1222, -0.2396]
[-0.2247, -0.1117, -0.2377, 0.1424, -0.1292, -0.2728]
[-0.2579, -0.1242, -0.2709, 0.1576, -0.1362, -0.3060]
[-0.2911, -0.1367, -0.3041, 0.1727, -0.1432, -0.3392]
[-0.1964, -0.1128, -0.2073, 0.1057, -0.1107, -0.1974]
[-0.2296, -0.1212, -0.2405, 0.1156, -0.1138, -0.2306]
[-0.2628, -0.1296, -0.2737, 0.1255, -0.1170, -0.2638]
[-0.2960, -0.1380, -0.3069, 0.1354, -0.1201, -0.2970]
[-0.3292, -0.1463, -0.3401, 0.1453, -0.1232, -0.3302]
[-0.1964, -0.1132, -0.2073, 0.1058, -0.1108, -0.1974]
[-0.2296, -0.1220, -0.2405, 0.1158, -0.1140, -0.2306]
[-0.2628, -0.1307, -0.2737, 0.1257, -0.1172, -0.2638]
[-0.2960, -0.1395, -0.3069, 0.1357, -0.1204, -0.2970]
[-0.3292, -0.1483, -0.3401, 0.1456, -0.1236, -0.3302]
[-0.2569, -0.1062, -0.2763, 0.1079, -0.0898, -0.2830]
[-0.2901, -0.1101, -0.3095, 0.1079, -0.0849, -0.3162]
[-0.3233, -0.1140, -0.3427, 0.1078, -0.0800, -0.3494]
[-0.3565, -0.1180, -0.3759, 0.1078, -0.0751, -0.3826]
[-0.3897, -0.1219, -0.4091, 0.1077, -0.0702, -0.4158]
[-0.3117, -0.1209, -0.2680, 0.1001, -0.1201, -0.2924]
[-0.3449, -0.1234, -0.3012, 0.0921, -0.1236, -0.3256]
[-0.3781, -0.1259, -0.3344, 0.0840, -0.1271, -0.3588]
[-0.4113, -0.1285, -0.3676, 0.0760, -0.1306, -0.3920]
[-0.4445, -0.1310, -0.4008, 0.0679, -0.1341, -0.4252]
[-0.2501, -0.0996, -0.2648, 0.0608, -0.0805, -0.2532]
[-0.2833, -0.1077, -0.2980, 0.0609, -0.0819, -0.2864]
[-0.3165, -0.1159, -0.3312, 0.0611, -0.0833, -0.3196]
[-0.3497, -0.1240, -0.3644, 0.0613, -0.0847, -0.3528]
[-0.3829, -0.1322, -0.3976, 0.0615, -0.0862, -0.3860]
[-0.2693, -0.1095, -0.3223, 0.0602, -0.0993, -0.2921]
[-0.3025, -0.1143, -0.3555, 0.0557, -0.0907, -0.3253]
[-0.3357, -0.1190, -0.3887, 0.0512, -0.0820, -0.3585]
[-0.3689, -0.1238, -0.4219, 0.0467, -0.0734, -0.3917]
[-0.4021, -0.1285, -0.4551, 0.0422, -0.0648, -0.4249]
[-0.2996, -0.0854, -0.3224, 0.0182, -0.0356, -0.3416]
[-0.3328, -0.0890, -0.3556, 0.0138, -0.0225, -0.3748]
[-0.3660, -0.0926, -0.3888, 0.0093, -0.0094, -0.4080]
[-0.3992, -0.0962, -0.4220, 0.0049, 0.0037, -0.4412]
