[0.0332, 0.0332, -0.0332, 0.0032, 0.0332, -0.0217]
[0.0664, 0.0664, -0.0664, 0.0064, 0.0664, -0.0435]
[0.0996, 0.0996, -0.0996, 0.0097, 0.0996, -0.0652]
[0.1328, 0.1328, -0.1328, 0.0129, 0.1328, -0.0869]
[0.1660, 0.1660, -0.1660, 0.0161, 0.1660, -0.1087]
[-0.0332, -0.0138, -0.0410, 0.0332, -0.0331, -0.0404]
[-0.0664, -0.0198, -0.0742, 0.0664, -0.0661, -0.0694]
[-0.0996, -0.0258, -0.1074, 0.0996, -0.0992, -0.0985]
[-0.1328, -0.0317, -0.1406, 0.1328, -0.1323, -0.1275]
[-0.1660, -0.0377, -0.1738, 0.1660, -0.1654, -0.1566]
[-0.0332, -0.0142, -0.0410, 0.0332, -0.0332, -0.0400]
[-0.0664, -0.0205, -0.0742, 0.0664, -0.0664, -0.0687]
[-0.0996, -0.0269, -0.1074, 0.0996, -0.0996, -0.0973]
[-0.1328, -0.0333, -0.1406, 0.1328, -0.1328, -0.1260]
[-0.1660, -0.0397, -0.1738, 0.1660, -0.1660, -0.1547]
[-0.0491, -0.0282, -0.0766, 0.0687, -0.0442, -0.0951]
[-0.0823, -0.0331, -0.1098, 0.0981, -0.0771, -0.1251]
[-0.1155, -0.0380, -0.1430, 0.1274, -0.1099, -0.1552]
[-0.1487, -0.0428, -0.1762, 0.1568, -0.1428, -0.1853]
[-0.1819, -0.0477, -0.2094, 0.1862, -0.1757, -0.2154]
[-0.0876, -0.0249, -0.1383, 0.1002, -0.0963, -0.1148]
[-0.1208, -0.0231, -0.1715, 0.1240, -0.1145, -0.1480]
[-0.1540, -0.0213, -0.2047, 0.1479, -0.1327, -0.1812]
[-0.1872, -0.0194, -0.2379, 0.1717, -0.1509, -0.2144]
[-0.2204, -0.0176, -0.2711, 0.1956, -0.1691, -0.2476]
[-0.1056, -0.0298, -0.1132, 0.0960, -0.0977, -0.1343]
[-0.1388, -0.0295, -0.1464, 0.1187, -0.1190, -0.1675]
[-0.1720, -0.0293, -0.1796, 0.1413, -0.1403, -0.2007]
[-0.2052, -0.0290, -0.2128, 0.1640, -0.1617, -0.2339]
[-0.2384, -0.0287, -0.2460, 0.1867, -0.1830, -0.2671]
[-0.1298, -0.0144, -0.1466, 0.1282, -0.1370, -0.1529]
[-0.1630, -0.0132, -0.1798, 0.1456, -0.1519, -0.1861]
[-0.1962, -0.0119, -0.2130, 0.1630, -0.1668, -0.2193]
[-0.2294, -0.0107, -0.2462, 0.1804, -0.1816, -0.2525]
[-0.2626, -0.0095, -0.2794, 0.1979, -0.1965, -0.2857]
[-0.1482, -0.0143, -0.1480, 0.0938, -0.1021, -0.1414]
[-0.1814, -0.0130, -0.1812, 0.1132, -0.1160, -0.1746]
[-0.2146, -0.0117, -0.2144, 0.1326, -0.1300, -0.2078]
[-0.2478, -0.0104, -0.2476, 0.1521, -0.1439, -0.2410]
[-0.2810, -0.0091, -0.2808, 0.1715, -0.1579, -0.2742]
[-0.1509, -0.0068, -0.1872, 0.1044, -0.1293, -0.1878]
[-0.1841, 0.0020, -0.2204, 0.1196, -0.1196, -0.2210]
[-0.2173, 0.0107, -0.2536, 0.1348, -0.1099, -0.2542]
[-0.2505, 0.0195, -0.2868, 0.1500, -0.1003, -0.2874]
[-0.2837, 0.0283, -0.3200, 0.1652, -0.0906, -0.3206]
[-0.1509, -0.0068, -0.1872, 0.1044, -0.1293, -0.1878]
[-0.1841, 0.0020, -0.2204, 0.1196, -0.1196, -0.2210]
[-0.2173, 0.0107, -0.2536, 0.1348, -0.1099, -0.2542]
[-0.2505, 0.0195, -0.2868, 0.1500, -0.1003, -0.2874]
[-0.2837, 0.0283, -0.3200, 0.1652, -0.0906, -0.3206]
[-0.2227, 0.0028, -0.2193, 0.0979, -0.1022, -0.2943]
[-0.2559, 0.0134, -0.2525, 0.1085, -0.0884, -0.3275]
[-0.2891, 0.0240, -0.2857, 0.1191, -0.0746, -0.3607]
[-0.3223, 0.0346, -0.3189, 0.1297, -0.0608, -0.3939]
[-0.3555, 0.0452, -0.3521, 0.1403, -0.0470, -0.4271]
[-0.2659, 0.0126, -0.2716, 0.1106, -0.0806, -0.3333]
[-0.2991, 0.0252, -0.3048, 0.1136, -0.0636, -0.3665]
[-0.3323, 0.0377, -0.3380, 0.1166, -0.0466, -0.3997]
[-0.3655, 0.0503, -0.3712, 0.1196, -0.0296, -0.4329]
[-0.3987, 0.0629, -0.4044, 0.1225, -0.0126, -0.4661]
[-0.2493, 0.0089, -0.2376, 0.0925, -0.0509, -0.3188]
[-0.2825, 0.0178, -0.2708, 0.1001, -0.0340, -0.3520]
[-0.3157, 0.0267, -0.3040, 0.1077, -0.0172, -0.3852]
[-0.3489, 0.0355, -0.3372, 0.1153, -0.0003, -0.4184]
[-0.3821, 0.0444, -0.3704, 0.1228, 0.0165, -0.4516]
[-0.2229, 0.0024, -0.2317, 0.0606, -0.0157, -0.2419]
[-0.2561, 0.0048, -0.2649, 0.0724, -0.0081, -0.2751]
[-0.2893, 0.0073, -0.2981, 0.0842, -0.0005, -0.3083]
[-0.3225, 0.0097, -0.3313, 0.0961, 0.0071, -0.3415]
[-0.3557, 0.0121, -0.3645, 0.1079, 0.0147, -0.3747]
[-0.2353, 0.0026, -0.2819, 0.0954, -0.0165, -0.3087]
[-0.2685, 0.0051, -0.3151, 0.1012, -0.0106, -0.3419]
[-0.3017, 0.0077, -0.3483, 0.1071, -0.0047, -0.3751]
[-0.3349, 0.0103, -0.3815, 0.1129, 0.0012, -0.4083]
[-0.3681, 0.0128, -0.4147, 0.1187, 0.0071, -0.4415]
[-0.2863, 0.0159, -0.3177, 0.0688, 0.0219, -0.3768]
[-0.3195, 0.0319, -0.3509, 0.0756, 0.0551, -0.4100]
[-0.3527, 0.0478, -0.3841, 0.0823, 0.0883, -0.4432]
[-0.3859, 0.0638, -0.4173, 0.0891, 0.1215, -0.4764]
[-0.4191, 0.0797, -0.4505, 0.0959, 0.1547, -0.5096]
[-0.2863, 0.0159, -0.3177, 0.0688, 0.0219, -0.3768]
[-0.3195, 0.0319, -0.3509, 0.0756, 0.0551, -0.4100]
[-0.3527, 0.0478, -0.3841, 0.0823, 0.0883, -0.4432]
[-0.3859, 0.0638, -0.4173, 0.0891, 0.1215, -0.4764]
